A,B,C
0.02037037,0.608749466,0.02037037
0.02037037,0.496091889,0.02037037
0.02037037,0.496091889,0.02037037
0.02037037,0.496091889,0.02037037
0.02037037,0.496091889,0.02037037
0.02037037,0.496091889,0.02037037
0.02037037,0.496091889,0.02037037
0.02037037,0.496091889,0.02037037
0.02037037,0.496091889,0.02037037
0.02037037,0.496091889,0.02037037
0.018703704,0.429706598,0.018703704
0.021296296,0.600475286,0.021296296
0.021851852,0.518092421,0.021851852
0.02037037,0.437640404,0.02037037
0.02037037,0.496091889,0.02037037
0.02037037,0.496091889,0.02037037
0.02037037,0.496091889,0.02037037
0.020925926,0.518222382,0.020925926
0.022037037,0.540191971,0.022037037
0.021666667,0.48149913,0.021666667
0.023518519,0.569241337,0.023518519
0.023148148,0.48163528,0.023148148
0.023148148,0.496091889,0.023148148
0.023148148,0.496091889,0.023148148
0.022962963,0.488845018,0.022962963
0.02,0.380012006,0.02
0.019814815,0.488696492,0.019814815
0.018888889,0.459077772,0.018888889
0.016851852,0.41417317,0.016851852
0.016851852,0.496091889,0.016851852
0.016851852,0.496091889,0.016851852
0.016851852,0.496091889,0.016851852
0.017407407,0.518736037,0.017407407
0.018703704,0.548726073,0.018703704
0.020555556,0.570652342,0.020555556
0.020740741,0.503456342,0.020740741
0.020740741,0.496091889,0.020740741
0.020740741,0.496091889,0.020740741
0.019074074,0.429861313,0.019074074
0.017407407,0.429149622,0.017407407
0.017407407,0.496091889,0.017407407
0.016111111,0.443457704,0.016111111
0.01537037,0.46575529,0.01537037
0.01537037,0.496091889,0.01537037
0.01537037,0.496091889,0.01537037
0.013518519,0.419879074,0.013518519
0.011851852,0.426643232,0.011851852
0.012962963,0.542914962,0.012962963
0.011851852,0.449621566,0.011851852
0.009814815,0.410249587,0.009814815
0.009814815,0.496091889,0.009814815
0.009814815,0.496091889,0.009814815
0.007222222,0.385297085,0.007222222
0.007037037,0.48803431,0.007037037
0.007407407,0.512231801,0.007407407
0.005555556,0.415615118,0.005555556
0.007222222,0.569476505,0.007222222
0.007222222,0.496091889,0.007222222
0.007222222,0.496091889,0.007222222
0.00537037,0.415509911,0.00537037
0.004074074,0.438940014,0.004074074
0.002777778,0.438407793,0.002777778
0.003333333,0.521044391,0.003333333
0.004259259,0.5375123,0.004259259
0.004259259,0.496091889,0.004259259
0.004259259,0.496091889,0.004259259
0,0.306813048,0
0.00037037,0.513067264,0.00037037
0.002407407,0.589218192,0.002407407
0.001481481,0.454386801,0.001481481
0.002777778,0.55487137,0.002777778
0.002777778,0.496091889,0.002777778
0.002777778,0.496091889,0.002777778
0.003518519,0.529361892,0.003518519
0.003888889,0.51264025,0.003888889
0.004814815,0.537351396,0.004814815
0.003518519,0.438711035,0.003518519
0.006666667,0.636740579,0.006666667
0.006666667,0.496091889,0.006666667
0.006666667,0.496091889,0.006666667
0.007407407,0.528452165,0.007407407
0.007962963,0.520233682,0.007962963
0.009259259,0.552204076,0.009259259
0.009814815,0.519924251,0.009814815
0.01,0.504007129,0.01
0.01,0.496091889,0.01
0.01,0.496091889,0.01
0.009444444,0.472383298,0.009444444
0.011851852,0.599237562,0.011851852
0.012407407,0.519503425,0.012407407
0.012777778,0.511643882,0.012777778
0.01462963,0.573641444,0.01462963
0.01462963,0.496091889,0.01462963
0.01462963,0.496091889,0.01462963
0.016111111,0.557365382,0.016111111
0.016111111,0.496091889,0.016111111
0.016111111,0.496091889,0.016111111
0.016111111,0.496091889,0.016111111
0.015185185,0.458174234,0.015185185
0.015185185,0.496091889,0.015185185
0.015185185,0.496091889,0.015185185
0.015740741,0.518983582,0.015740741
0.017592593,0.572119044,0.017592593
0.019074074,0.556177168,0.019074074
0.018888889,0.488653171,0.018888889
0.017222222,0.42906917,0.017222222
0.017222222,0.496091889,0.017222222
0.017222222,0.496091889,0.017222222
0.021111111,0.654192478,0.021111111
0.021666667,0.518117175,0.021666667
0.021111111,0.474147054,0.021111111
0.020925926,0.488752189,0.020925926
0.024259259,0.628392136,0.024259259
0.024259259,0.496091889,0.024259259
0.024259259,0.496091889,0.024259259
0.022777778,0.438525376,0.022777778
0.020740741,0.416190659,0.020740741
0.021111111,0.510808419,0.021111111
0.018888889,0.40799693,0.018888889
0.018518519,0.481195888,0.018518519
0.018518519,0.496091889,0.018518519
0.018518519,0.496091889,0.018518519
0.02037037,0.570745171,0.02037037
0.02037037,0.496091889,0.02037037
0.021111111,0.525599213,0.021111111
0.02,0.452047504,0.02
0.021481481,0.555242687,0.021481481
0.021481481,0.496091889,0.021481481
0.021481481,0.496091889,0.021481481
0.02037037,0.452146522,0.02037037
0.023703704,0.62886247,0.023703704
0.023148148,0.474425542,0.023148148
0.025185185,0.57580746,0.025185185
0.028333333,0.617716772,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.026296296,0.418907462,0.026296296
0.023333333,0.382407001,0.023333333
0.026481481,0.619140154,0.026481481
0.02462963,0.425120833,0.02462963
0.025,0.510449479,0.025
0.025,0.496091889,0.025
0.025,0.496091889,0.025
0.02537037,0.510418536,0.02537037
0.023333333,0.41748408,0.023333333
0.022962963,0.481616714,0.022962963
0.02537037,0.590406406,0.02537037
0.026481481,0.538966625,0.026481481
0.026481481,0.496091889,0.026481481
0.026481481,0.496091889,0.026481481
0.024074074,0.403831991,0.024074074
0.026296296,0.582546863,0.026296296
0.027777778,0.552934333,0.027777778
0.026666667,0.453848391,0.026666667
0.025555556,0.453557526,0.025555556
0.025555556,0.496091889,0.025555556
0.025555556,0.496091889,0.025555556
0.025,0.474679275,0.025
0.023333333,0.431625069,0.023333333
0.021851852,0.438185003,0.021851852
0.022777778,0.532623293,0.022777778
0.023333333,0.517882008,0.023333333
0.023333333,0.496091889,0.023333333
0.023333333,0.496091889,0.023333333
0.022037037,0.445425684,0.022037037
0.022037037,0.496091889,0.022037037
0.025740741,0.642050412,0.025740741
0.026851852,0.538867607,0.026851852
0.026851852,0.496091889,0.026851852
0.026851852,0.496091889,0.026851852
0.026851852,0.496091889,0.026851852
0.02537037,0.43944748,0.02537037
0.025555556,0.503239741,0.025555556
0.02537037,0.488956414,0.02537037
0.023333333,0.41748408,0.023333333
0.021851852,0.438185003,0.021851852
0.021851852,0.496091889,0.021851852
0.021851852,0.496091889,0.021851852
0.021481481,0.481480565,0.021481481
0.02,0.437504255,0.02
0.018888889,0.451731884,0.018888889
0.018888889,0.496091889,0.018888889
0.018888889,0.496091889,0.018888889
0.018888889,0.496091889,0.018888889
0.018888889,0.496091889,0.018888889
0.020925926,0.578010607,0.020925926
0.021111111,0.503443965,0.021111111
0.020740741,0.48141249,0.020740741
0.02037037,0.481375358,0.02037037
0.020925926,0.518222382,0.020925926
0.020925926,0.496091889,0.020925926
0.020925926,0.496091889,0.020925926
0.01962963,0.44463973,0.01962963
0.020185185,0.518327588,0.020185185
0.022592593,0.592095899,0.022592593
0.022962963,0.510635138,0.022962963
0.02537037,0.590406406,0.02537037
0.02537037,0.496091889,0.02537037
0.02537037,0.496091889,0.02537037
0.025,0.481802373,0.025
0.022037037,0.381484897,0.022037037
0.024074074,0.576370624,0.024074074
0.022962963,0.452864401,0.022962963
0.021666667,0.4453081,0.021666667
0.021666667,0.496091889,0.021666667
0.021666667,0.496091889,0.021666667
0.021666667,0.496091889,0.021666667
0.021666667,0.496091889,0.021666667
0.021666667,0.496091889,0.021666667
0.022222222,0.518036723,0.022222222
0.024814815,0.598142177,0.024814815
0.024814815,0.496091889,0.024814815
0.024814815,0.496091889,0.024814815
0.026481481,0.560632972,0.026481481
0.027222222,0.524479073,0.027222222
0.028703704,0.552606336,0.028703704
0.028148148,0.475087724,0.028148148
0.028333333,0.503115968,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.027037037,0.446972838,0.027037037
0.022777778,0.333417911,0.022777778
0.02462963,0.568727682,0.02462963
0.027407407,0.603780007,0.027407407
0.029074074,0.559599473,0.029074074
0.029074074,0.496091889,0.029074074
0.029074074,0.496091889,0.029074074
0.03,0.531014252,0.03
0.03,0.496091889,0.03
0.029814815,0.489148261,0.029814815
0.028333333,0.440462413,0.028333333
0.028518519,0.50310978,0.028518519
0.028518519,0.496091889,0.028518519
0.028518519,0.496091889,0.028518519
0.02962963,0.538143539,0.02962963
0.030555556,0.530896669,0.030555556
0.030925926,0.509935824,0.030925926
0.02962963,0.447740227,0.02962963
0.028333333,0.447362721,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.027777778,0.475044403,0.027777778
0.025555556,0.411604894,0.025555556
0.026481481,0.531781641,0.026481481
0.026111111,0.481895202,0.026111111
0.024444444,0.432070649,0.024444444
0.024444444,0.496091889,0.024444444
0.024444444,0.496091889,0.024444444
0.024444444,0.496091889,0.024444444
0.024444444,0.496091889,0.024444444
0.024444444,0.496091889,0.024444444
0.021666667,0.388273809,0.021666667
0.023148148,0.554611448,0.023148148
0.023148148,0.496091889,0.023148148
0.023148148,0.496091889,0.023148148
0.022407407,0.467104408,0.022407407
0.025,0.598024594,0.025
0.02537037,0.510418536,0.02537037
0.021851852,0.360313639,0.021851852
0.022037037,0.503400645,0.022037037
0.022037037,0.496091889,0.022037037
0.022037037,0.496091889,0.022037037
0.016296296,0.269854629,0.016296296
0.018333333,0.579415423,0.018333333
0.02037037,0.578307661,0.02037037
0.019444444,0.459213922,0.019444444
0.02037037,0.533192645,0.02037037
0.02037037,0.496091889,0.02037037
0.02037037,0.496091889,0.02037037
0.023333333,0.614108808,0.023333333
0.025555556,0.582949123,0.025555556
0.027222222,0.560335918,0.027222222
0.027592593,0.5102205,0.027592593
0.026666667,0.460847717,0.026666667
0.026666667,0.496091889,0.026666667
0.026666667,0.496091889,0.026666667
0.024814815,0.425201285,0.024814815
0.025,0.503264495,0.025
0.026666667,0.560558708,0.026666667
0.028888889,0.581160613,0.028888889
0.028518519,0.482105615,0.028518519
0.028518519,0.496091889,0.028518519
0.028518519,0.496091889,0.028518519
0.030925926,0.587206892,0.030925926
0.031481481,0.516811377,0.031481481
0.028518519,0.385946889,0.028518519
0.026851852,0.433011319,0.026851852
0.023333333,0.361557551,0.023333333
0.023333333,0.496091889,0.023333333
0.023333333,0.496091889,0.023333333
0.025555556,0.582949123,0.025555556
0.029259259,0.638850898,0.029259259
0.02962963,0.510047219,0.02962963
0.028148148,0.440400527,0.028148148
0.027407407,0.467995569,0.027407407
0.027407407,0.496091889,0.027407407
0.027407407,0.496091889,0.027407407
0.024444444,0.383186766,0.024444444
0.024074074,0.481715732,0.024074074
0.02462963,0.517702538,0.02462963
0.027592593,0.610958802,0.027592593
0.028333333,0.524287226,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.031111111,0.601341692,0.031111111
0.033148148,0.571982895,0.033148148
0.033333333,0.502905556,0.033333333
0.033148148,0.48928441,0.033148148
0.034074074,0.530172601,0.034074074
0.034074074,0.496091889,0.034074074
0.034074074,0.496091889,0.034074074
0.035,0.529980753,0.035
0.033703704,0.448903687,0.033703704
0.033148148,0.475712774,0.033148148
0.031296296,0.427936653,0.031296296
0.028333333,0.385829306,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.031851852,0.629407069,0.031851852
0.032037037,0.502961253,0.032037037
0.030925926,0.454925211,0.030925926
0.030925926,0.496091889,0.030925926
0.030185185,0.468465904,0.030185185
0.030185185,0.496091889,0.030185185
0.030185185,0.496091889,0.030185185
0.032592593,0.586284788,0.032592593
0.032407407,0.489253467,0.032407407
0.030740741,0.434478021,0.030740741
0.03,0.468434961,0.03
0.029074074,0.461361372,0.029074074
0.029074074,0.496091889,0.029074074
0.029074074,0.496091889,0.029074074
0.02962963,0.517046545,0.02962963
0.032037037,0.58658803,0.032037037
0.032037037,0.496091889,0.032037037
0.033703704,0.557841906,0.033703704
0.033518519,0.489296787,0.033518519
0.033518519,0.496091889,0.033518519
0.033518519,0.496091889,0.033518519
0.034444444,0.530098337,0.034444444
0.035,0.516384363,0.035
0.034259259,0.469128086,0.034259259
0.034259259,0.496091889,0.034259259
0.036851852,0.59088293,0.036851852
0.036851852,0.496091889,0.036851852
0.036851852,0.496091889,0.036851852
0.037777778,0.529436155,0.037777778
0.036481481,0.449658698,0.036481481
0.036666667,0.502775595,0.036666667
0.036666667,0.496091889,0.036666667
0.036666667,0.496091889,0.036666667
0.036666667,0.496091889,0.036666667
0.036666667,0.496091889,0.036666667
0.040740741,0.642960139,0.040740741
0.043148148,0.580869748,0.043148148
0.042962963,0.489655727,0.042962963
0.041296296,0.438135494,0.041296296
0.042777778,0.548094834,0.042777778
0.042777778,0.496091889,0.042777778
0.042777778,0.496091889,0.042777778
0.044259259,0.547661631,0.044259259
0.044259259,0.496091889,0.044259259
0.044259259,0.496091889,0.044259259
0.044259259,0.496091889,0.044259259
0.044259259,0.496091889,0.044259259
0.044259259,0.496091889,0.044259259
0.044259259,0.496091889,0.044259259
0.044259259,0.496091889,0.044259259
0.045925926,0.553633646,0.045925926
0.047962963,0.565769524,0.047962963
0.048333333,0.508617649,0.048333333
0.05037037,0.564853608,0.05037037
0.05037037,0.496091889,0.05037037
0.05037037,0.496091889,0.05037037
0.050925926,0.514639173,0.050925926
0.051666667,0.520747337,0.051666667
0.048518519,0.391720869,0.048518519
0.046666667,0.433642558,0.046666667
0.048888889,0.571791048,0.048888889
0.048888889,0.496091889,0.048888889
0.048888889,0.496091889,0.048888889
0.05537037,0.71422206,0.05537037
0.053518519,0.435889026,0.053518519
0.047962963,0.313713356,0.047962963
0.047777778,0.489829009,0.047777778
0.044444444,0.383230087,0.044444444
0.044444444,0.496091889,0.044444444
0.044444444,0.496091889,0.044444444
0.043703704,0.470545279,0.043703704
0.042592593,0.45761107,0.042592593
0.046111111,0.618700762,0.046111111
0.040740741,0.312587027,0.040740741
0.04037037,0.483052473,0.04037037
0.04037037,0.496091889,0.04037037
0.04037037,0.496091889,0.04037037
0.040555556,0.502627068,0.040555556
0.041481481,0.528730653,0.041481481
0.038703704,0.398683062,0.038703704
0.036111111,0.403726785,0.036111111
0.034074074,0.422416407,0.034074074
0.034074074,0.496091889,0.034074074
0.034074074,0.496091889,0.034074074
0.035185185,0.536763477,0.035185185
0.036666667,0.549963797,0.036666667
0.033888889,0.395953882,0.033888889
0.036851852,0.604664979,0.036851852
0.03962963,0.596124688,0.03962963
0.03962963,0.496091889,0.03962963
0.03962963,0.496091889,0.03962963
0.041296296,0.555156046,0.041296296
0.039444444,0.431086659,0.039444444
0.040185185,0.522368755,0.040185185
0.038703704,0.443754757,0.038703704
0.038703704,0.496091889,0.038703704
0.038703704,0.496091889,0.038703704
0.038703704,0.496091889,0.038703704
0.037962963,0.469703627,0.037962963
0.037407407,0.476214052,0.037407407
0.038148148,0.522678186,0.038148148
0.040925926,0.595375866,0.040925926
0.041296296,0.509118927,0.041296296
0.041296296,0.496091889,0.041296296
0.041296296,0.496091889,0.041296296
0.035740741,0.301070012,0.035740741
0.038333333,0.590059844,0.038333333
0.040740741,0.582045585,0.040740741
0.04,0.470006869,0.04
0.04,0.496091889,0.04
0.04,0.496091889,0.04
0.04,0.496091889,0.04
0.041666667,0.555032274,0.041666667
0.042037037,0.509063229,0.042037037
0.041296296,0.470198716,0.041296296
0.042222222,0.528594503,0.042222222
0.043148148,0.528427411,0.043148148
0.043148148,0.496091889,0.043148148
0.043148148,0.496091889,0.043148148
0.04037037,0.399592789,0.04037037
0.038703704,0.437275276,0.038703704
0.038888889,0.502688954,0.038888889
0.037592593,0.449955751,0.037592593
0.036666667,0.46288996,0.036666667
0.036666667,0.496091889,0.036666667
0.036666667,0.496091889,0.036666667
0.037407407,0.522795769,0.037407407
0.038518519,0.535977523,0.038518519
0.04037037,0.562136806,0.04037037
0.038888889,0.443810455,0.038888889
0.040925926,0.568591533,0.040925926
0.040925926,0.496091889,0.040925926
0.040925926,0.496091889,0.040925926
0.041666667,0.522152153,0.041666667
0.042407407,0.522040758,0.042407407
0.042407407,0.496091889,0.042407407
0.041481481,0.463793498,0.041481481
0.041296296,0.48960003,0.041296296
0.041296296,0.496091889,0.041296296
0.041296296,0.496091889,0.041296296
0.037592593,0.36608143,0.037592593
0.037407407,0.489451503,0.037407407
0.040185185,0.59580288,0.040185185
0.037592593,0.404506551,0.037592593
0.036666667,0.46288996,0.036666667
0.036666667,0.496091889,0.036666667
0.036666667,0.496091889,0.036666667
0.035925926,0.469388008,0.035925926
0.038888889,0.603371558,0.038888889
0.03962963,0.522455396,0.03962963
0.038888889,0.469839777,0.038888889
0.03537037,0.370871419,0.03537037
0.03537037,0.496091889,0.03537037
0.03537037,0.496091889,0.03537037
0.033518519,0.428821626,0.033518519
0.034814815,0.543694728,0.034814815
0.038703704,0.637817399,0.038703704
0.04037037,0.555471665,0.04037037
0.040555556,0.502627068,0.040555556
0.040555556,0.496091889,0.040555556
0.040555556,0.496091889,0.040555556
0.036851852,0.365530643,0.036851852
0.036296296,0.476084091,0.036296296
0.036111111,0.489401994,0.036111111
0.034259259,0.42911249,0.034259259
0.034259259,0.496091889,0.034259259
0.034259259,0.496091889,0.034259259
0.034259259,0.496091889,0.034259259
0.034259259,0.496091889,0.034259259
0.034259259,0.496091889,0.034259259
0.034259259,0.496091889,0.034259259
0.034259259,0.496091889,0.034259259
0.036296296,0.57057189,0.036296296
0.036296296,0.496091889,0.036296296
0.036296296,0.496091889,0.036296296
0.040555556,0.649971842,0.040555556
0.039814815,0.469982115,0.039814815
0.03962963,0.489538144,0.03962963
0.038333333,0.450153787,0.038333333
0.039444444,0.535760921,0.039444444
0.039444444,0.496091889,0.039444444
0.039444444,0.496091889,0.039444444
0.040555556,0.535507188,0.040555556
0.038333333,0.417756379,0.038333333
0.038333333,0.496091889,0.038333333
0.037222222,0.456422856,0.037222222
0.035740741,0.442857408,0.035740741
0.035740741,0.496091889,0.035740741
0.035740741,0.496091889,0.035740741
0.032592593,0.381986175,0.032592593
0.027037037,0.290945435,0.027037037
0.026481481,0.474871122,0.026481481
0.023148148,0.368346464,0.023148148
0.026666667,0.633776232,0.026666667
0.026666667,0.496091889,0.026666667
0.026666667,0.496091889,0.026666667
0.03037037,0.637873096,0.03037037
0.028888889,0.440648072,0.028888889
0.027222222,0.433159846,0.027222222
0.026481481,0.467834665,0.026481481
0.027962963,0.552866258,0.027962963
0.027962963,0.496091889,0.027962963
0.027962963,0.496091889,0.027962963
0.024259259,0.355443198,0.024259259
0.025185185,0.532072506,0.025185185
0.02537037,0.503245929,0.02537037
0.027222222,0.567551845,0.027222222
0.025925926,0.446638653,0.025925926
0.025925926,0.496091889,0.025925926
0.025925926,0.496091889,0.025925926
0.027777778,0.5673043,0.027777778
0.028333333,0.517213637,0.028333333
0.025185185,0.376812491,0.025185185
0.02037037,0.310074449,0.02037037
0.022962963,0.599361335,0.022962963
0.022962963,0.496091889,0.022962963
0.022962963,0.496091889,0.022962963
0.022407407,0.474326524,0.022407407
0.023148148,0.525215519,0.023148148
0.023888889,0.525079369,0.023888889
0.021666667,0.409537896,0.021666667
0.021111111,0.474147054,0.021111111
0.021111111,0.496091889,0.021111111
0.021111111,0.496091889,0.021111111
0.021851852,0.525456875,0.021851852
0.023888889,0.576463453,0.023888889
0.023518519,0.481666223,0.023518519
0.022777778,0.467172483,0.022777778
0.02462963,0.568727682,0.02462963
0.02462963,0.496091889,0.02462963
0.02462963,0.496091889,0.02462963
0.02462963,0.496091889,0.02462963
0.027777778,0.618143786,0.027777778
0.028148148,0.510170991,0.028148148
0.02962963,0.552290716,0.02962963
0.031111111,0.55178325,0.031111111
0.031111111,0.496091889,0.031111111
0.031111111,0.496091889,0.031111111
0.032037037,0.530587238,0.032037037
0.029814815,0.413758533,0.029814815
0.029444444,0.482186067,0.029444444
0.02962963,0.503060271,0.02962963
0.029444444,0.489129695,0.029444444
0.029444444,0.496091889,0.029444444
0.029444444,0.496091889,0.029444444
0.027592593,0.426401876,0.027592593
0.027037037,0.474945385,0.027037037
0.027407407,0.510239066,0.027407407
0.026851852,0.474920631,0.026851852
0.023518519,0.368637328,0.023518519
0.023518519,0.496091889,0.023518519
0.023518519,0.496091889,0.023518519
0.02037037,0.373185962,0.02037037
0.023518519,0.621485639,0.023518519
0.024814815,0.546702396,0.024814815
0.024814815,0.496091889,0.024814815
0.024814815,0.496091889,0.024814815
0.024814815,0.496091889,0.024814815
0.024814815,0.496091889,0.024814815
0.026111111,0.546287758,0.026111111
0.026481481,0.510319518,0.026481481
0.023888889,0.396733648,0.023888889
0.023518519,0.481666223,0.023518519
0.022407407,0.452715874,0.022407407
0.022407407,0.496091889,0.022407407
0.022407407,0.496091889,0.022407407
0.024444444,0.576178777,0.024444444
0.024444444,0.496091889,0.024444444
0.023333333,0.452963419,0.023333333
0.021666667,0.43095051,0.021666667
0.020740741,0.459517164,0.020740741
0.020740741,0.496091889,0.020740741
0.020740741,0.496091889,0.020740741
0.018888889,0.422503048,0.018888889
0.018888889,0.496091889,0.018888889
0.020185185,0.548224795,0.020185185
0.02037037,0.503474908,0.02037037
0.021481481,0.540346686,0.021481481
0.021481481,0.496091889,0.021481481
0.021481481,0.496091889,0.021481481
0.023148148,0.562006845,0.023148148
0.022777778,0.481598148,0.022777778
0.024259259,0.554202999,0.024259259
0.023148148,0.45291391,0.023148148
0.023703704,0.517832499,0.023703704
0.023703704,0.496091889,0.023703704
0.023703704,0.496091889,0.023703704
0.023703704,0.496091889,0.023703704
0.023148148,0.474425542,0.023148148
0.022037037,0.452610668,0.022037037
0.023888889,0.569068056,0.023888889
0.023148148,0.467240558,0.023148148
0.023148148,0.496091889,0.023148148
0.023148148,0.496091889,0.023148148
0.022222222,0.459857538,0.022222222
0.024074074,0.568987604,0.024074074
0.02462963,0.517702538,0.02462963
0.024814815,0.503270684,0.024814815
0.026666667,0.56779939,0.026666667
0.026666667,0.496091889,0.026666667
0.026666667,0.496091889,0.026666667
0.027222222,0.517355975,0.027222222
0.025,0.411314029,0.025
0.024259259,0.467438593,0.024259259
0.022222222,0.416933293,0.022222222
0.022777778,0.51796246,0.022777778
0.022777778,0.496091889,0.022777778
0.022777778,0.496091889,0.022777778
0.02462963,0.568727682,0.02462963
0.026296296,0.560707235,0.026296296
0.025555556,0.467673761,0.025555556
0.027592593,0.574606868,0.027592593
0.028333333,0.524287226,0.028333333
0.028333333,0.496091889,0.028333333
0.028333333,0.496091889,0.028333333
0.028518519,0.50310978,0.028518519
0.027592593,0.461045752,0.027592593
0.027222222,0.48199422,0.027222222
0.027592593,0.5102205,0.027592593
0.027777778,0.503140723,0.027777778
0.027777778,0.496091889,0.027777778
0.027777778,0.496091889,0.027777778
0.026481481,0.446805746,0.026481481
0.027777778,0.545774103,0.027777778
0.026111111,0.432726643,0.026111111
0.024444444,0.432070649,0.024444444
0.025925926,0.553596515,0.025925926
0.025925926,0.496091889,0.025925926
0.025925926,0.496091889,0.025925926
0.02962963,0.638522901,0.02962963
0.030555556,0.530896669,0.030555556
0.029259259,0.44763502,0.029259259
0.028148148,0.454232086,0.028148148
0.03037037,0.580387036,0.03037037
0.03037037,0.496091889,0.03037037
0.03037037,0.496091889,0.03037037
0.030925926,0.516879452,0.030925926
0.033333333,0.585882528,0.033333333
0.032222222,0.45524083,0.032222222
0.033888889,0.557773831,0.033888889
0.03537037,0.550378434,0.03537037
0.03537037,0.496091889,0.03537037
0.03537037,0.496091889,0.03537037
0.037962963,0.590264068,0.037962963
0.038333333,0.509341717,0.038333333
0.038888889,0.515926405,0.038888889
0.040925926,0.568591533,0.040925926
0.04037037,0.476548237,0.04037037
0.04037037,0.496091889,0.04037037
0.04037037,0.496091889,0.04037037
0.042962963,0.587584397,0.042962963
0.043518519,0.51541275,0.043518519
0.042962963,0.476832914,0.042962963
0.039814815,0.38661526,0.039814815
0.040740741,0.528872991,0.040740741
0.040740741,0.496091889,0.040740741
0.040740741,0.496091889,0.040740741
0.043148148,0.580869748,0.043148148
0.042777778,0.483225755,0.042777778
0.042962963,0.502540427,0.042962963
0.042037037,0.463892516,0.042037037
0.043518519,0.547878233,0.043518519
0.043518519,0.496091889,0.043518519
0.043518519,0.496091889,0.043518519
0.044074074,0.515350864,0.044074074
0.04462963,0.515288977,0.04462963
0.044259259,0.483330961,0.044259259
0.044074074,0.489699048,0.044074074
0.04537037,0.540891285,0.04537037
0.04537037,0.496091889,0.04537037
0.04537037,0.496091889,0.04537037
0.042777778,0.407136713,0.042777778
0.041111111,0.438073607,0.041111111
0.041481481,0.509106549,0.041481481
0.040555556,0.463620217,0.040555556
0.042962963,0.580956389,0.042962963
0.042962963,0.496091889,0.042962963
0.042962963,0.496091889,0.042962963
0.045740741,0.592690006,0.045740741
0.047407407,0.553157123,0.047407407
0.048888889,0.546355833,0.048888889
0.049074074,0.502323826,0.049074074
0.050740741,0.552123624,0.050740741
0.050740741,0.496091889,0.050740741
0.050740741,0.496091889,0.050740741
0.050740741,0.496091889,0.050740741
0.05037037,0.483751787,0.05037037
0.049444444,0.465179748,0.049444444
0.047777778,0.440171548,0.047777778
0.048148148,0.508630026,0.048148148
0.048148148,0.496091889,0.048148148
0.048148148,0.496091889,0.048148148
0.047962963,0.489835197,0.047962963
0.042592593,0.314443612,0.042592593
0.044074074,0.547717329,0.044074074
0.045185185,0.534492255,0.045185185
0.046481481,0.540612797,0.046481481
0.046481481,0.496091889,0.046481481
0.046481481,0.496091889,0.046481481
0.043148148,0.382425566,0.043148148
0.044074074,0.528260318,0.044074074
0.046296296,0.572892621,0.046296296
0.045925926,0.483448545,0.045925926
0.046111111,0.502429032,0.046111111
0.046111111,0.496091889,0.046111111
0.046111111,0.496091889,0.046111111
0.047407407,0.540383818,0.047407407
0.047037037,0.483528997,0.047037037
0.047037037,0.496091889,0.047037037
0.047037037,0.496091889,0.047037037
0.047037037,0.496091889,0.047037037
0.047037037,0.496091889,0.047037037
0.047037037,0.496091889,0.047037037
0.047037037,0.496091889,0.047037037
0.047037037,0.496091889,0.047037037
0.048703704,0.552754863,0.048703704
0.04962963,0.527282517,0.04962963
0.048888889,0.471263159,0.048888889
0.048888889,0.496091889,0.048888889
0.048888889,0.496091889,0.048888889
0.047037037,0.433772519,0.047037037
0.045925926,0.458316572,0.045925926
0.045925926,0.496091889,0.045925926
0.042962963,0.394740914,0.042962963
0.044259259,0.541169772,0.044259259
0.044259259,0.496091889,0.044259259
0.044259259,0.496091889,0.044259259
0.045925926,0.553633646,0.045925926
0.044444444,0.445419495,0.044444444
0.042407407,0.425838712,0.042407407
0.040555556,0.431495108,0.040555556
0.040740741,0.502620879,0.040740741
0.040740741,0.496091889,0.040740741
0.040740741,0.496091889,0.040740741
0.041111111,0.509131304,0.041111111
0.042592593,0.548150532,0.042592593
0.044259259,0.554172056,0.044259259
0.043703704,0.476913366,0.043703704
0.044259259,0.515332298,0.044259259
0.044259259,0.496091889,0.044259259
0.044259259,0.496091889,0.044259259
0.043888889,0.483306207,0.043888889
0.041666667,0.419216892,0.041666667
0.040925926,0.470143019,0.040925926
0.041666667,0.522152153,0.041666667
0.040740741,0.463657349,0.040740741
0.040740741,0.496091889,0.040740741
0.040740741,0.496091889,0.040740741
0.044444444,0.626516985,0.044444444
0.040925926,0.374745493,0.040925926
0.042777778,0.561233268,0.042777778
0.042407407,0.483201,0.042407407
0.043333333,0.528390279,0.043333333
0.043333333,0.496091889,0.043333333
0.043333333,0.496091889,0.043333333
0.043888889,0.515369429,0.043888889
0.042777778,0.457654391,0.042777778
0.042037037,0.470303923,0.042037037
