A,B,C
0.040925926,0.45725213,0.040925926
0.042592593,0.554722843,0.042592593
0.042592593,0.496091889,0.042592593
0.042592593,0.496091889,0.042592593
0.043888889,0.541262602,0.043888889
0.046111111,0.572966885,0.046111111
0.046296296,0.502416655,0.046296296
0.047037037,0.521378576,0.047037037
0.047407407,0.508685723,0.047407407
0.047407407,0.496091889,0.047407407
0.047407407,0.496091889,0.047407407
0.048888889,0.546355833,0.048888889
0.052222222,0.608272943,0.052222222
0.055,0.587912394,0.055
0.058518519,0.61069888,0.058518519
0.05537037,0.395415473,0.05537037
0.05537037,0.496091889,0.05537037
0.05537037,0.496091889,0.05537037
0.057222222,0.556294751,0.057222222
0.051481481,0.311268852,0.051481481
0.057962963,0.711189638,0.057962963
0.057222222,0.472333789,0.057222222
0.058148148,0.525902455,0.058148148
0.058148148,0.496091889,0.058148148
0.058148148,0.496091889,0.058148148
0.061111111,0.591025268,0.061111111
0.059814815,0.455185132,0.059814815
0.057222222,0.413733778,0.057222222
0.058703704,0.543787557,0.058703704
0.057222222,0.448761348,0.057222222
0.057222222,0.496091889,0.057222222
0.057222222,0.496091889,0.057222222
0.056666667,0.478206786,0.056666667
0.056296296,0.484135481,0.056296296
0.054814815,0.448167241,0.054814815
0.056666667,0.556468033,0.056666667
0.058148148,0.543923707,0.058148148
0.058148148,0.496091889,0.058148148
0.058148148,0.496091889,0.058148148
0.057777778,0.484222122,0.057777778
0.054814815,0.400972851,0.054814815
0.057407407,0.580622204,0.057407407
0.057407407,0.496091889,0.057407407
0.057407407,0.496091889,0.057407407
0.057407407,0.496091889,0.057407407
0.057407407,0.496091889,0.057407407
0.067407407,0.817732862,0.067407407
0.07037037,0.586687048,0.07037037
0.068703704,0.445871264,0.068703704
0.068518519,0.490466436,0.068518519
0.066111111,0.422886742,0.066111111
0.066111111,0.496091889,0.066111111
0.066111111,0.496091889,0.066111111
0.067592593,0.541677239,0.067592593
0.070185185,0.575287616,0.070185185
0.066296296,0.378799037,0.066296296
0.067777778,0.541640107,0.067777778
0.068703704,0.524349112,0.068703704
0.068703704,0.496091889,0.068703704
0.068703704,0.496091889,0.068703704
0.057962963,0.169784698,0.057962963
0.063888889,0.686144306,0.063888889
0.069074074,0.657435313,0.069074074
0.069814815,0.518556567,0.069814815
0.067777778,0.434539907,0.067777778
0.067777778,0.496091889,0.067777778
0.067777778,0.496091889,0.067777778
0.07037037,0.575213353,0.07037037
0.071481481,0.529572305,0.071481481
0.06962963,0.440586186,0.06962963
0.068333333,0.456887002,0.068333333
0.068518519,0.501729718,0.068518519
0.068518519,0.496091889,0.068518519
0.068518519,0.496091889,0.068518519
0.066851852,0.445413307,0.066851852
0.070185185,0.598290704,0.070185185
0.06962963,0.479333115,0.06962963
0.067962963,0.445685606,0.067962963
0.067037037,0.467859419,0.067037037
0.067037037,0.496091889,0.067037037
0.067037037,0.496091889,0.067037037
0.068333333,0.535798053,0.068333333
0.071296296,0.586272411,0.071296296
0.072222222,0.5238664,0.072222222
0.072222222,0.496091889,0.072222222
0.073518519,0.534807874,0.073518519
0.073518519,0.496091889,0.073518519
0.073518519,0.496091889,0.073518519
0.075925926,0.567539468,0.075925926
0.078888889,0.583023387,0.078888889
0.078888889,0.496091889,0.078888889
0.078888889,0.496091889,0.078888889
0.078888889,0.496091889,0.078888889
0.078888889,0.496091889,0.078888889
0.078888889,0.496091889,0.078888889
0.078888889,0.496091889,0.078888889
0.078888889,0.496091889,0.078888889
0.077777778,0.463942025,0.077777778
0.078703704,0.523024748,0.078703704
0.078888889,0.501457419,0.078888889
0.078888889,0.496091889,0.078888889
0.078888889,0.496091889,0.078888889
0.080740741,0.549672932,0.080740741
0.077037037,0.389851906,0.077037037
0.079814815,0.577162767,0.079814815
0.077222222,0.421401474,0.077222222
0.076851852,0.485292753,0.076851852
0.076851852,0.496091889,0.076851852
0.076851852,0.496091889,0.076851852
0.080740741,0.609696325,0.080740741
0.082037037,0.533279286,0.082037037
0.083518519,0.538335386,0.083518519
0.084259259,0.517071299,0.084259259
0.085925926,0.543131564,0.085925926
0.085925926,0.496091889,0.085925926
0.085925926,0.496091889,0.085925926
0.091111111,0.641338722,0.091111111
0.092962963,0.546776659,0.092962963
0.095555556,0.566475026,0.095555556
0.09537037,0.491122429,0.09537037
0.095925926,0.511018832,0.095925926
0.095925926,0.496091889,0.095925926
0.095925926,0.496091889,0.095925926
0.100925926,0.630087816,0.100925926
0.103333333,0.559240533,0.103333333
0.103148148,0.491283333,0.103148148
0.102592593,0.481653846,0.102592593
0.103333333,0.515387995,0.103333333
0.103333333,0.496091889,0.103333333
0.103333333,0.496091889,0.103333333
0.106666667,0.582645881,0.106666667
0.105185185,0.458155668,0.105185185
0.10962963,0.610606051,0.10962963
0.111111111,0.533570151,0.111111111
0.111851852,0.514719625,0.111851852
0.111851852,0.496091889,0.111851852
0.111851852,0.496091889,0.111851852
0.111851852,0.496091889,0.111851852
0.115925926,0.598228818,0.115925926
0.116111111,0.500659088,0.116111111
0.112592593,0.409376992,0.112592593
0.117592593,0.621064813,0.117592593
0.117592593,0.496091889,0.117592593
0.117592593,0.496091889,0.117592593
0.119444444,0.541460637,0.119444444
0.118888889,0.482582138,0.118888889
0.112962963,0.351643387,0.112962963
0.123333333,0.754912214,0.123333333
0.126481481,0.571506371,0.126481481
0.126481481,0.496091889,0.126481481
0.126481481,0.496091889,0.126481481
0.122407407,0.399667052,0.122407407
0.135555556,0.812200239,0.135555556
0.138888889,0.572335646,0.138888889
0.137962963,0.475168176,0.137962963
0.137407407,0.483498054,0.137407407
0.137407407,0.496091889,0.137407407
0.137407407,0.496091889,0.137407407
0.139259259,0.538162105,0.139259259
0.135,0.399982672,0.135
0.138148148,0.568251159,0.138148148
0.137222222,0.475112478,0.137222222
0.137222222,0.496091889,0.137222222
0.137222222,0.496091889,0.137222222
0.137222222,0.496091889,0.137222222
0.137592593,0.504514596,0.137592593
0.126111111,0.235427355,0.126111111
0.123703704,0.439032843,0.123703704
0.122962963,0.478373879,0.122962963
0.128148148,0.620489272,0.128148148
0.128148148,0.496091889,0.128148148
0.128148148,0.496091889,0.128148148
0.134074074,0.635453347,0.134074074
0.134814815,0.51312915,0.134814815
0.136481481,0.534318974,0.136481481
0.133703704,0.432769963,0.133703704
0.130185185,0.415058142,0.130185185
0.130185185,0.496091889,0.130185185
0.130185185,0.496091889,0.130185185
0.127037037,0.422620632,0.127037037
0.133888889,0.657911837,0.133888889
0.139814815,0.632482811,0.139814815
0.148888889,0.700433822,0.148888889
0.154259259,0.61316195,0.154259259
0.154259259,0.496091889,0.154259259
0.154259259,0.496091889,0.154259259
0.162962963,0.682307364,0.162962963
0.167592593,0.592250614,0.167592593
0.163888889,0.420343221,0.163888889
0.147962963,0.166337639,0.147962963
0.147037037,0.475842735,0.147037037
0.147037037,0.496091889,0.147037037
0.147037037,0.496091889,0.147037037
0.158518519,0.748024284,0.158518519
0.164074074,0.613223836,0.164074074
0.166111111,0.538242557,0.166111111
0.162962963,0.431389901,0.162962963
0.163703704,0.51147679,0.163703704
0.163703704,0.496091889,0.163703704
0.163703704,0.496091889,0.163703704
0.167222222,0.568987604,0.167222222
0.166851852,0.488510833,0.166851852
0.171111111,0.58341327,0.171111111
0.170555556,0.484859549,0.170555556
0.177592593,0.63861573,0.177592593
0.177592593,0.496091889,0.177592593
0.177592593,0.496091889,0.177592593
0.174444444,0.43376633,0.174444444
0.163518519,0.277584212,0.163518519
0.166481481,0.557520098,0.166481481
0.156296296,0.287015663,0.156296296
0.14037037,0.15774165,0.14037037
0.14037037,0.496091889,0.14037037
0.14037037,0.496091889,0.14037037
0.14037037,0.496091889,0.14037037
0.153703704,0.795744707,0.153703704
0.162407407,0.682666304,0.162407407
0.152037037,0.280301014,0.152037037
0.133518519,0.096827096,0.133518519
0.133518519,0.496091889,0.133518519
0.133518519,0.496091889,0.133518519
0.129444444,0.402198197,0.129444444
0.145185185,0.864463107,0.145185185
0.133148148,0.230222728,0.133148148
0.120925926,0.214014741,0.120925926
0.107777778,0.178151708,0.107777778
0.107777778,0.496091889,0.107777778
0.107777778,0.496091889,0.107777778
0.11037037,0.562180126,0.11037037
0.099074074,0.211180355,0.099074074
0.083333333,0.079925984,0.083333333
0.101111111,1,0.101111111
0.119259259,0.971767531,0.119259259
0.119259259,0.496091889,0.119259259
0.119259259,0.496091889,0.119259259
0.129444444,0.743995495,0.129444444
0.122962963,0.344408894,0.122962963
0.111481481,0.220648938,0.111481481
0.11462963,0.575132901,0.11462963
0.123518519,0.716456151,0.123518519
0.123518519,0.496091889,0.123518519
0.123518519,0.496091889,0.123518519
0.122407407,0.469493214,0.122407407
0.122962963,0.509446923,0.122962963
0.121851852,0.469437517,0.121851852
0.126296296,0.603179711,0.126296296
0.122962963,0.417143706,0.122962963
0.122962963,0.496091889,0.122962963
0.122962963,0.496091889,0.122962963
0.102777778,0.011845012,0.102777778
0.103888889,0.525011294,0.103888889
0.108888889,0.625619635,0.108888889
0.103888889,0.369219058,0.103888889
0.104259259,0.505684244,0.104259259
0.104259259,0.496091889,0.104259259
0.104259259,0.496091889,0.104259259
0.105925926,0.539201792,0.105925926
0.112037037,0.65306615,0.112037037
0.107962963,0.394029223,0.107962963
0.106851852,0.467791345,0.106851852
0.110185185,0.581389592,0.110185185
0.110185185,0.496091889,0.110185185
0.110185185,0.496091889,0.110185185
0.118148148,0.697079592,0.118148148
0.118888889,0.514199781,0.118888889
0.114074074,0.378730962,0.114074074
0.116296296,0.551306726,0.116296296
0.115925926,0.486969868,0.115925926
0.115925926,0.496091889,0.115925926
0.115925926,0.496091889,0.115925926
0.117037037,0.523495083,0.117037037
0.101666667,0.118679102,0.101666667
0.105555556,0.597783238,0.105555556
0.097962963,0.300760581,0.097962963
0.087037037,0.205845767,0.087037037
0.087037037,0.496091889,0.087037037
0.087037037,0.496091889,0.087037037
0.06962963,0.010910531,0.06962963
0.062777778,0.288872248,0.062777778
0.068333333,0.669930131,0.068333333
0.078333333,0.800448056,0.078333333
0.084259259,0.667999282,0.084259259
0.084259259,0.496091889,0.084259259
0.084259259,0.496091889,0.084259259
0.081481481,0.417688304,0.081481481
0.076666667,0.358450865,0.076666667
0.078148148,0.539406017,0.078148148
0.078148148,0.496091889,0.078148148
0.078148148,0.496091889,0.078148148
0.078148148,0.496091889,0.078148148
0.078148148,0.496091889,0.078148148
0.072407407,0.329413876,0.072407407
0.077407407,0.64528087,0.077407407
0.081666667,0.62018603,0.081666667
0.07962963,0.437906515,0.07962963
0.07962963,0.496091889,0.07962963
0.07962963,0.496091889,0.07962963
0.07962963,0.496091889,0.07962963
0.073518519,0.319883406,0.073518519
0.067222222,0.309226609,0.067222222
0.078148148,0.830456658,0.078148148
0.072592593,0.334791784,0.072592593
0.073703704,0.529213365,0.073703704
0.073703704,0.496091889,0.073703704
0.073703704,0.496091889,0.073703704
0.078148148,0.62787848,0.078148148
0.078888889,0.517597331,0.078888889
0.074444444,0.367498623,0.074444444
0.075925926,0.539863974,0.075925926
0.071666667,0.371125152,0.071666667
0.071666667,0.496091889,0.071666667
0.071666667,0.496091889,0.071666667
0.073333333,0.546003082,0.073333333
0.071296296,0.435579595,0.071296296
0.073888889,0.573864234,0.073888889
0.073888889,0.496091889,0.073888889
0.073888889,0.496091889,0.073888889
0.073888889,0.496091889,0.073888889
0.073888889,0.496091889,0.073888889
0.073888889,0.496091889,0.073888889
0.073888889,0.496091889,0.073888889
0.073888889,0.496091889,0.073888889
0.080740741,0.699084704,0.080740741
0.081851852,0.527963264,0.081851852
0.081851852,0.496091889,0.081851852
0.081851852,0.496091889,0.081851852
0.087962963,0.670493295,0.087962963
0.088703704,0.516650473,0.088703704
0.085555556,0.408999486,0.085555556
0.08962963,0.610408015,0.08962963
0.091296296,0.542011424,0.091296296
0.091296296,0.496091889,0.091296296
0.091296296,0.496091889,0.091296296
0.092962963,0.54167105,0.092962963
0.093703704,0.516198704,0.093703704
0.083518519,0.220488034,0.083518519
0.088518519,0.637693626,0.088518519
0.093518519,0.634531243,0.093518519
0.093518519,0.496091889,0.093518519
0.093518519,0.496091889,0.093518519
0.096296296,0.571320713,0.096296296
0.096296296,0.496091889,0.096296296
0.092222222,0.387085595,0.092222222
0.095,0.571747727,0.095
0.095,0.496091889,0.095
0.095,0.496091889,0.095
0.095,0.496091889,0.095
0.092962963,0.441279311,0.092962963
0.092407407,0.48101023,0.092407407
0.101296296,0.737992537,0.101296296
0.102407407,0.525190764,0.102407407
0.105185185,0.568498703,0.105185185
0.105185185,0.496091889,0.105185185
0.105185185,0.496091889,0.105185185
0.107037037,0.543806123,0.107037037
0.106296296,0.477154722,0.106296296
0.105925926,0.486592362,0.105925926
0.105925926,0.496091889,0.105925926
0.101851852,0.391442381,0.101851852
0.101851852,0.496091889,0.101851852
0.101851852,0.496091889,0.101851852
0.102222222,0.505770885,0.102222222
0.102592593,0.505752319,0.102592593
0.100555556,0.443030689,0.100555556
0.103333333,0.569068056,0.103333333
0.102407407,0.472049113,0.102407407
0.102407407,0.496091889,0.102407407
0.102407407,0.496091889,0.102407407
0.100185185,0.438166437,0.100185185
0.101111111,0.520456472,0.101111111
0.103703704,0.564042899,0.103703704
0.103148148,0.481690978,0.103148148
0.092592593,0.221793832,0.092592593
0.092592593,0.496091889,0.092592593
0.092592593,0.496091889,0.092592593
0.093703704,0.526304715,0.093703704
0.096111111,0.561233268,0.096111111
0.102037037,0.654774208,0.102037037
0.102592593,0.510598006,0.102592593
0.101111111,0.457505864,0.101111111
0.101111111,0.496091889,0.101111111
0.101111111,0.496091889,0.101111111
0.102592593,0.534925458,0.102592593
0.096666667,0.341735412,0.096666667
0.097962963,0.530723387,0.097962963
0.097222222,0.476412088,0.097222222
0.097222222,0.496091889,0.097222222
0.097222222,0.496091889,0.097222222
0.097222222,0.496091889,0.097222222
0.100925926,0.594794136,0.100925926
0.101851852,0.520382209,0.101851852
0.100740741,0.467061088,0.100740741
0.104814815,0.603043562,0.104814815
0.106666667,0.543880386,0.106666667
0.106666667,0.496091889,0.106666667
0.106666667,0.496091889,0.106666667
0.115,0.709493957,0.115
0.116851852,0.541930972,0.116851852
0.116296296,0.4824398,0.116296296
0.113888889,0.436804941,0.113888889
0.113888889,0.496091889,0.113888889
0.113888889,0.496091889,0.113888889
0.113888889,0.496091889,0.113888889
0.108518519,0.362560107,0.108518519
0.111666667,0.576098325,0.111666667
0.111296296,0.486796586,0.111296296
0.109074074,0.440252,0.109074074
0.109074074,0.496091889,0.109074074
0.109074074,0.496091889,0.109074074
0.109074074,0.496091889,0.109074074
0.093333333,0.096975623,0.093333333
0.094814815,0.536243633,0.094814815
0.097592593,0.570893698,0.097592593
0.083148148,0.111766417,0.083148148
0.086666667,0.595908087,0.086666667
0.086666667,0.496091889,0.086666667
0.086666667,0.496091889,0.086666667
0.075740741,0.191054973,0.075740741
0.077222222,0.539597864,0.077222222
0.074074074,0.404289949,0.074074074
0.078888889,0.638609542,0.078888889
0.073333333,0.335348759,0.073333333
0.073333333,0.496091889,0.073333333
0.073333333,0.496091889,0.073333333
0.07462963,0.534597461,0.07462963
0.081111111,0.687437727,0.081111111
0.076851852,0.374120443,0.076851852
0.070555556,0.312166201,0.070555556
0.072592593,0.55742108,0.072592593
0.072592593,0.496091889,0.072592593
0.072592593,0.496091889,0.072592593
0.074259259,0.545780292,0.074259259
0.065185185,0.227734904,0.065185185
0.063518519,0.444565466,0.063518519
0.059259259,0.363315118,0.059259259
0.06462963,0.667176196,0.06462963
0.06462963,0.496091889,0.06462963
0.06462963,0.496091889,0.06462963
0.064814815,0.501834925,0.064814815
0.069259259,0.633745289,0.069259259
0.069259259,0.496091889,0.069259259
0.071296296,0.557810963,0.071296296
0.069814815,0.451651432,0.069814815
0.069814815,0.496091889,0.069814815
0.069814815,0.496091889,0.069814815
0.069814815,0.496091889,0.069814815
0.069814815,0.496091889,0.069814815
0.069814815,0.496091889,0.069814815
0.069814815,0.496091889,0.069814815
0.069814815,0.496091889,0.069814815
0.069814815,0.496091889,0.069814815
0.069814815,0.496091889,0.069814815
0.067962963,0.440134417,0.067962963
0.072962963,0.64854846,0.072962963
0.073888889,0.52364361,0.073888889
0.072777778,0.463174637,0.072777778
0.072592593,0.490577831,0.072592593
0.072592593,0.496091889,0.072592593
0.072592593,0.496091889,0.072592593
0.076851852,0.623063737,0.076851852
0.076666667,0.490683038,0.076666667
0.076666667,0.496091889,0.076666667
0.064259259,0.133327557,0.064259259
0.065740741,0.542104253,0.065740741
0.065740741,0.496091889,0.065740741
0.065740741,0.496091889,0.065740741
0.058888889,0.284855836,0.058888889
0.062777778,0.620216973,0.062777778
0.071111111,0.756849251,0.071111111
0.071851852,0.518333777,0.071851852
0.071481481,0.485008076,0.071481481
0.071481481,0.496091889,0.071481481
0.071481481,0.496091889,0.071481481
0.073148148,0.546046402,0.073148148
0.072962963,0.49058402,0.072962963
0.070740741,0.429960331,0.070740741
0.07,0.473812869,0.07
0.06962963,0.484909058,0.06962963
0.06962963,0.496091889,0.06962963
0.06962963,0.496091889,0.06962963
0.072222222,0.574501662,0.072222222
0.072222222,0.496091889,0.072222222
0.070185185,0.435257787,0.070185185
0.074259259,0.618973061,0.074259259
0.077962963,0.605624215,0.077962963
0.077962963,0.496091889,0.077962963
0.077962963,0.496091889,0.077962963
0.080925926,0.582194112,0.080925926
0.080925926,0.496091889,0.080925926
0.081111111,0.501401722,0.081111111
0.080740741,0.4854846,0.080740741
0.082037037,0.533279286,0.082037037
0.082037037,0.496091889,0.082037037
0.082037037,0.496091889,0.082037037
0.083703704,0.543614276,0.083703704
0.080555556,0.407006752,0.080555556
0.085,0.623694975,0.085
0.086111111,0.527350591,0.086111111
0.084814815,0.459808029,0.084814815
0.084814815,0.496091889,0.084814815
0.084814815,0.496091889,0.084814815
0.084814815,0.496091889,0.084814815
0.088148148,0.589936072,0.088148148
0.090740741,0.567991237,0.090740741
0.087407407,0.404710775,0.087407407
0.086111111,0.460024631,0.086111111
0.086111111,0.496091889,0.086111111
0.086111111,0.496091889,0.086111111
0.088888889,0.57383948,0.088888889
0.088148148,0.475613756,0.088148148
0.089074074,0.521768459,0.089074074
0.090925926,0.547234617,0.090925926
0.09,0.470730938,0.09
0.09,0.496091889,0.09
0.09,0.496091889,0.09
0.088333333,0.450252805,0.088333333
0.089259259,0.521749893,0.089259259
0.082777778,0.31722849,0.082777778
0.082222222,0.480304727,0.082222222
0.086111111,0.606886693,0.086111111
0.086111111,0.496091889,0.086111111
0.086111111,0.496091889,0.086111111
0.08537037,0.475360023,0.08537037
0.087407407,0.553299461,0.087407407
0.088333333,0.5218551,0.088333333
0.087962963,0.485831162,0.087962963
0.08962963,0.542351798,0.08962963
0.08962963,0.496091889,0.08962963
0.08962963,0.496091889,0.08962963
0.08962963,0.496091889,0.08962963
0.098148148,0.730782798,0.098148148
0.096481481,0.451849468,0.096481481
0.096851852,0.505993675,0.096851852
0.089444444,0.298371775,0.089444444
0.089444444,0.496091889,0.089444444
0.089444444,0.496091889,0.089444444
0.087592593,0.445029613,0.087592593
0.090555556,0.578468565,0.090555556
0.093703704,0.582466411,0.093703704
0.093333333,0.486072518,0.093333333
0.091111111,0.435864271,0.091111111
0.091111111,0.496091889,0.091111111
0.091111111,0.496091889,0.091111111
0.094259259,0.582255998,0.094259259
0.091851852,0.431105225,0.091851852
0.087222222,0.3697946,0.087222222
0.087037037,0.490936771,0.087037037
0.089074074,0.552866258,0.089074074
0.089074074,0.496091889,0.089074074
0.089074074,0.496091889,0.089074074
0.091666667,0.567694183,0.091666667
0.088888889,0.420250391,0.088888889
0.087222222,0.450023826,0.087222222
0.088703704,0.537351396,0.088703704
0.088518519,0.490967714,0.088518519
0.088518519,0.496091889,0.088518519
0.088518519,0.496091889,0.088518519
0.087777778,0.475582813,0.087777778
0.095185185,0.701863392,0.095185185
0.095740741,0.511031209,0.095740741
0.096851852,0.525890078,0.096851852
0.101851852,0.629549407,0.101851852
0.101851852,0.496091889,0.101851852
0.101851852,0.496091889,0.101851852
0.102777778,0.520283191,0.102777778
0.103518519,0.515369429,0.103518519
0.100925926,0.428821626,0.100925926
0.100925926,0.496091889,0.100925926
0.100925926,0.496091889,0.100925926
0.100925926,0.496091889,0.100925926
0.100925926,0.496091889,0.100925926
0.094444444,0.326072023,0.094444444
0.098703704,0.61097118,0.098703704
0.104074074,0.638300111,0.104074074
0.102777778,0.462537209,0.102777778
0.106851852,0.602127646,0.106851852
0.106851852,0.496091889,0.106851852
0.106851852,0.496091889,0.106851852
0.105925926,0.472401864,0.105925926
0.103333333,0.429496185,0.103333333
0.10537037,0.548985995,0.10537037
0.103888889,0.457951444,0.103888889
0.101851852,0.443321554,0.101851852
0.101851852,0.496091889,0.101851852
0.101851852,0.496091889,0.101851852
0.107962963,0.655764387,0.107962963
0.107777778,0.491376163,0.107777778
0.107777778,0.496091889,0.107777778
0.108703704,0.519695273,0.108703704
0.108703704,0.496091889,0.108703704
0.108703704,0.496091889,0.108703704
0.108703704,0.496091889,0.108703704
0.112037037,0.580739787,0.112037037
0.113333333,0.52856356,0.113333333
0.119074074,0.63915414,0.119074074
0.117592593,0.460006065,0.117592593
0.117222222,0.487019377,0.117222222
0.117222222,0.496091889,0.117222222
0.117222222,0.496091889,0.117222222
0.120925926,0.586965536,0.120925926
0.129074074,0.693125066,0.129074074
0.126481481,0.43533205,0.126481481
0.125925926,0.482941078,0.125925926
0.128333333,0.553188066,0.128333333
0.128333333,0.496091889,0.128333333
0.128333333,0.496091889,0.128333333
0.127592593,0.47868331,0.127592593
0.123148148,0.391349552,0.123148148
0.122592593,0.482773986,0.122592593
0.124259259,0.536132238,0.124259259
0.119444444,0.381163089,0.119444444
0.119444444,0.496091889,0.119444444
0.119444444,0.496091889,0.119444444
0.11962963,0.500597202,0.11962963
0.126851852,0.671625811,0.126851852
0.121851852,0.377920253,0.121851852
0.126111111,0.598717719,0.126111111
0.125740741,0.48731643,0.125740741
0.125740741,0.496091889,0.125740741
0.125740741,0.496091889,0.125740741
0.120925926,0.381812893,0.120925926
0.120740741,0.49161133,0.120740741
0.121481481,0.514014122,0.121481481
0.121296296,0.491623707,0.121296296
0.12,0.464789866,0.12
0.12,0.496091889,0.12
0.12,0.496091889,0.12
0.122037037,0.545526558,0.122037037
0.12537037,0.576345869,0.12537037
0.123703704,0.456478553,0.123703704
0.123518519,0.491660839,0.123518519
0.124814815,0.527121613,0.124814815
0.124814815,0.496091889,0.124814815
0.124814815,0.496091889,0.124814815
0.130185185,0.624010595,0.130185185
0.130185185,0.496091889,0.130185185
0.131111111,0.517702538,0.131111111
0.128703704,0.440103474,0.128703704
0.127407407,0.465668649,0.127407407
0.127407407,0.496091889,0.127407407
0.127407407,0.496091889,0.127407407
0.126666667,0.478621424,0.126666667
0.126481481,0.491710348,0.126481481
0.124814815,0.456645646,0.124814815
0.122777778,0.447573134,0.122777778
0.122222222,0.48275542,0.122222222
0.122222222,0.496091889,0.122222222
0.122222222,0.496091889,0.122222222
0.120740741,0.460445457,0.120740741
0.120925926,0.500572447,0.120925926
0.121666667,0.514001745,0.121666667
0.12037037,0.464833186,0.12037037
0.118888889,0.460191723,0.118888889
0.118888889,0.496091889,0.118888889
0.118888889,0.496091889,0.118888889
0.119814815,0.518661774,0.119814815
0.122037037,0.550062814,0.122037037
0.120555556,0.460420702,0.120555556
0.12,0.482637836,0.12
0.118148148,0.451150154,0.118148148
0.118148148,0.496091889,0.118148148
0.118148148,0.496091889,0.118148148
0.112592593,0.360276507,0.112592593
0.113518519,0.519237315,0.113518519
0.110925926,0.43153224,0.110925926
0.110925926,0.496091889,0.110925926
0.110925926,0.496091889,0.110925926
0.110925926,0.496091889,0.110925926
0.110925926,0.496091889,0.110925926
0.113888889,0.570652342,0.113888889
0.113518519,0.486883227,0.113518519
0.113703704,0.500702408,0.113703704
0.115740741,0.546782848,0.115740741
0.115185185,0.482377914,0.115185185
0.115185185,0.496091889,0.115185185
0.115185185,0.496091889,0.115185185
0.111666667,0.409055184,0.111666667
0.113333333,0.537908371,0.113333333
0.113518519,0.500708597,0.113518519
0.11462963,0.523761194,0.11462963
0.117777778,0.574136533,0.117777778
0.117777778,0.496091889,0.117777778
0.117777778,0.496091889,0.117777778
0.117777778,0.496091889,0.117777778
0.117777778,0.496091889,0.117777778
0.117777778,0.496091889,0.117777778
0.117777778,0.496091889,0.117777778
0.117777778,0.496091889,0.117777778
0.117777778,0.496091889,0.117777778
0.117777778,0.496091889,0.117777778
0.12,0.550496018,0.12
0.12,0.496091889,0.12
0.11962963,0.487106017,0.11962963
0.118518519,0.469084765,0.118518519
0.118333333,0.491574198,0.118333333
0.118333333,0.496091889,0.118333333
0.118333333,0.496091889,0.118333333
0.116666667,0.45537698,0.116666667
0.11962963,0.568950473,0.11962963
0.118703704,0.473590078,0.118703704
0.118703704,0.496091889,0.118703704
0.118518519,0.491574198,0.118518519
0.118518519,0.496091889,0.118518519
0.118518519,0.496091889,0.118518519
0.119814815,0.527734286,0.119814815
0.123703704,0.590542556,0.123703704
0.125,0.527103047,0.125
0.124444444,0.482866815,0.124444444
0.124074074,0.487254544,0.124074074
0.124074074,0.496091889,0.124074074
0.124074074,0.496091889,0.124074074
0.125,0.518210005,0.125
0.127037037,0.5445797,0.127037037
0.124814815,0.443606231,0.124814815
0.125185185,0.504916856,0.125185185
0.123148148,0.447641209,0.123148148
0.123148148,0.496091889,0.123148148
0.123148148,0.496091889,0.123148148
0.122777778,0.487211224,0.122777778
0.12537037,0.558330806,0.12537037
0.123703704,0.456478553,0.123703704
0.126111111,0.553683155,0.126111111
0.125,0.469759325,0.125
0.125,0.496091889,0.125
0.125,0.496091889,0.125
0.123148148,0.452010372,0.123148148
0.125,0.540489024,0.125
0.124259259,0.47846052,0.124259259
0.125,0.513772766,0.125
0.124259259,0.47846052,0.124259259
0.124259259,0.496091889,0.124259259
0.124259259,0.496091889,0.124259259
0.12462963,0.504935422,0.12462963
0.125555556,0.518160496,0.125555556
0.129259259,0.584063074,0.129259259
0.132777778,0.578493319,0.132777778
0.134444444,0.534609839,0.134444444
0.134444444,0.496091889,0.134444444
0.134444444,0.496091889,0.134444444
0.136481481,0.542877831,0.136481481
0.142037037,0.62273574,0.142037037
0.138148148,0.409222277,0.138148148
0.141851852,0.580003342,0.141851852
0.137037037,0.388465656,0.137037037
0.137037037,0.496091889,0.137037037
0.137037037,0.496091889,0.137037037
0.131296296,0.365493511,0.131296296
0.133888889,0.55634426,0.133888889
0.134444444,0.508877571,0.134444444
0.137037037,0.555638758,0.137037037
0.138148148,0.521366199,0.138148148
0.138148148,0.496091889,0.138148148
0.138148148,0.496091889,0.138148148
0.130740741,0.328262793,0.130740741
0.132777778,0.543533824,0.132777778
0.129814815,0.427614845,0.129814815
0.125925926,0.405212053,0.125925926
0.127962963,0.544406419,0.127962963
0.127962963,0.496091889,0.127962963
0.127962963,0.496091889,0.127962963
0.127592593,0.487378316,0.127592593
0.126296296,0.465538688,0.126296296
0.127407407,0.522405887,0.127407407
0.127592593,0.500461052,0.127592593
0.124259259,0.417533589,0.124259259
0.124259259,0.496091889,0.124259259
0.124259259,0.496091889,0.124259259
0.125,0.513772766,0.125
0.125555556,0.509316962,0.125555556
0.124444444,0.469703627,0.124444444
0.124444444,0.496091889,0.124444444
0.126666667,0.54909739,0.126666667
0.126666667,0.496091889,0.126666667
0.126666667,0.496091889,0.126666667
0.126666667,0.496091889,0.126666667
0.129074074,0.553027162,0.129074074
0.134444444,0.621949786,0.134444444
0.133518519,0.474827802,0.133518519
0.132777778,0.479017495,0.132777778
0.132777778,0.496091889,0.132777778
0.132777778,0.496091889,0.132777778
0.133333333,0.508933268,0.133333333
0.134074074,0.513178659,0.134074074
