净值日期,单位净值,日增长率,累计净值,累计收益率,同类型排名-每日近三月排名,总排名-每日近三月排名,同类型排名-每日近3月收益排名百分比
2020-11-13,2.049,2.14,2.049,,1.0,518,99.81
2020-11-16,2.046,-0.15,2.046,,1.0,517,99.81
2020-11-17,1.989,-2.79,1.989,,1.0,517,99.81
2020-11-18,1.943,-2.31,1.943,,1.0,517,99.81
2020-11-19,1.948,0.26,1.948,,3.0,522,99.43
2020-11-20,1.986,1.95,1.986,,5.0,524,99.05
2020-11-23,2.06,3.73,2.06,,5.0,523,99.04
2020-11-24,2.094,1.65,2.094,,4.0,522,99.23
2020-11-25,2.035,-2.82,2.035,,4.0,523,99.24
2020-11-26,2.012,-1.13,2.012,,3.0,528,99.43
2020-11-27,1.993,-0.94,1.993,,5.0,529,99.05
2020-11-30,1.991,-0.1,1.991,,5.0,528,99.05
2020-12-01,2.016,1.26,2.016,,8.0,530,98.49
2020-12-02,2.0,-0.79,2.0,,8.0,530,98.49
2020-12-03,1.978,-1.1,1.978,,10.0,530,98.11
2020-12-04,2.027,2.48,2.027,,7.0,531,98.68
2020-12-07,2.07,2.12,2.07,,3.0,531,99.44
2020-12-08,2.137,3.24,2.137,,3.0,531,99.44
2020-12-09,2.121,-0.75,2.121,,3.0,533,99.44
2020-12-10,2.106,-0.71,2.106,,3.0,533,99.44
2020-12-11,2.091,-0.71,2.091,,3.0,534,99.44
2020-12-14,2.186,4.54,2.186,,19.0,533,96.44
2020-12-15,2.219,1.51,2.219,,10.0,533,98.12
2020-12-16,2.244,1.13,2.244,,9.0,533,98.31
2020-12-17,2.28,1.6,2.28,,8.0,534,98.5
2020-12-18,2.37,3.95,2.37,,11.0,535,97.94
2020-12-21,2.497,5.36,2.497,,36.0,534,93.26
2020-12-22,2.44,-2.28,2.44,,62.0,538,88.48
2020-12-23,2.495,2.25,2.495,,38.0,538,92.94
2020-12-24,2.485,-0.4,2.485,,138.0,538,74.35
2020-12-25,2.633,5.96,2.633,,185.0,539,65.68
2020-12-28,2.663,1.14,2.663,,294.0,538,45.35
2020-12-29,2.521,-5.33,2.521,,404.0,538,24.91
2020-12-30,2.623,4.05,2.623,,449.0,538,16.54
2020-12-31,2.703,3.05,2.703,,498.0,539,7.61
2021-01-04,2.885,6.73,2.885,,487.0,540,9.81
2021-01-05,2.942,1.98,2.942,,427.0,542,21.22
2021-01-06,2.94,-0.07,2.94,,479.0,551,13.07
2021-01-07,3.027,2.96,3.027,,499.0,551,9.44
2021-01-08,3.004,-0.76,3.004,,505.0,551,8.35
2021-01-11,2.92,-2.8,2.92,,503.0,552,8.88
2021-01-12,3.021,3.46,3.021,,531.0,551,3.63
2021-01-13,2.938,-2.75,2.938,,534.0,551,3.09
2021-01-14,2.847,-3.1,2.847,,540.0,551,2.0
2021-01-15,2.897,1.76,2.897,,539.0,552,2.36
2021-01-18,2.928,1.07,2.928,,551.0,555,0.72
2021-01-19,2.838,-3.07,2.838,,549.0,557,1.44
2021-01-20,2.936,3.45,2.936,,517.0,557,7.18
2021-01-21,3.008,2.45,3.008,,542.0,559,3.04
2021-01-22,3.113,3.49,3.113,,542.0,560,3.21
2021-01-25,3.16,1.51,3.16,,415.0,559,25.76
2021-01-26,3.04,-3.8,3.04,,480.0,565,15.04
2021-01-27,3.082,1.38,3.082,,507.0,565,10.27
2021-01-28,2.942,-4.54,2.942,,528.0,563,6.22
2021-01-29,2.88,-2.11,2.88,,516.0,566,8.83
2021-02-01,2.837,-1.49,2.837,,526.0,569,7.56
2021-02-02,2.967,4.58,2.967,,526.0,573,8.2
2021-02-03,2.957,-0.34,2.957,,499.0,575,13.22
2021-02-04,2.841,-3.92,2.841,,461.0,575,19.83
2021-02-05,2.73,-3.91,2.73,,393.0,578,32.01
2021-02-08,2.801,2.6,2.801,,89.0,580,84.66
2021-02-09,2.898,3.46,2.898,,97.0,583,83.36
2021-02-10,2.914,0.55,2.914,,108.0,588,81.63
2021-02-18,2.924,0.34,2.924,,180.0,588,69.39
2021-02-19,2.855,-2.36,2.855,,189.0,588,67.86
2021-02-22,2.866,0.39,2.866,,243.0,588,58.67
2021-02-23,2.789,-2.69,2.789,,240.0,589,59.25
2021-02-24,2.663,-4.52,2.663,,170.0,588,71.09
2021-02-25,2.623,-1.5,2.623,,187.0,588,68.2
2021-02-26,2.555,-2.59,2.555,,54.0,588,90.82
2021-03-01,2.656,3.95,2.656,,67.0,588,88.61
2021-03-02,2.619,-1.39,2.619,,60.0,589,89.81
2021-03-03,2.67,1.95,2.67,,53.0,592,91.05
2021-03-04,2.536,-5.02,2.536,,55.0,592,90.71
2021-03-05,2.515,-0.83,2.515,,47.0,594,92.09
2021-03-08,2.409,-4.21,2.409,,51.0,594,91.41
2021-03-09,2.401,-0.33,2.401,,7.0,595,98.82
2021-03-10,2.447,1.92,2.447,,3.0,594,99.49
2021-03-11,2.503,2.29,2.503,,21.0,594,96.46
2021-03-12,2.481,-0.88,2.481,,10.0,596,98.32
2021-03-15,2.437,-1.77,2.437,,5.0,597,99.16
2021-03-16,2.427,-0.41,2.427,,3.0,598,99.5
2021-03-17,2.502,3.09,2.502,,3.0,597,99.5
2021-03-18,2.51,0.32,2.51,,8.0,597,98.66
2021-03-19,2.425,-3.39,2.425,,21.0,599,96.49
2021-03-22,2.437,0.49,2.437,,7.0,599,98.83
2021-03-23,2.355,-3.36,2.355,,6.0,600,99.0
2021-03-24,2.283,-3.06,2.283,,23.0,599,96.16
2021-03-25,2.315,1.4,2.315,,24.0,598,95.99
2021-03-26,2.427,4.84,2.427,,36.0,599,93.99
2021-03-29,2.409,-0.74,2.409,,14.0,599,97.66
2021-03-30,2.441,1.33,2.441,,9.0,602,98.5
2021-03-31,2.424,-0.7,2.424,,18.0,602,97.01
2021-04-01,2.462,1.57,2.462,,6.0,605,99.01
2021-04-02,2.491,1.18,2.491,,4.0,606,99.34
2021-04-06,2.511,0.8,2.511,,4.0,611,99.35
2021-04-07,2.506,-0.2,2.506,,7.0,610,98.85
2021-04-08,2.485,-0.84,2.485,,12.0,612,98.04
2021-04-09,2.475,-0.4,2.475,,13.0,617,97.89
2021-04-12,2.372,-4.16,2.372,,13.0,614,97.88
2021-04-13,2.384,0.51,2.384,,15.0,615,97.56
2021-04-14,2.481,4.07,2.481,,10.0,614,98.37
2021-04-15,2.478,-0.12,2.478,,8.0,614,98.7
2021-04-16,2.483,0.2,2.483,,10.0,614,98.37
2021-04-19,2.631,5.96,2.631,,12.0,614,98.05
2021-04-20,2.609,-0.84,2.609,,12.0,615,98.05
2021-04-21,2.599,-0.38,2.599,,12.0,614,98.05
2021-04-22,2.613,0.54,2.613,,12.0,614,98.05
2021-04-23,2.667,2.07,2.667,,12.0,614,98.05
2021-04-26,2.638,-1.09,2.638,,12.0,614,98.05
2021-04-27,2.641,0.11,2.641,,12.0,617,98.06
2021-04-28,2.693,1.97,2.693,,16.0,616,97.4
2021-04-29,2.704,0.41,2.704,,14.0,617,97.73
2021-04-30,2.752,1.78,2.752,,12.0,619,98.06
2021-05-06,2.761,0.33,2.761,,21.0,619,96.61
2021-05-07,2.703,-2.1,2.703,,19.0,620,96.94
2021-05-10,2.755,1.92,2.755,,19.0,619,96.93
2021-05-11,2.665,-3.27,2.665,,20.0,621,96.78
2021-05-12,2.677,0.45,2.677,,25.0,621,95.97
2021-05-13,2.611,-2.47,2.611,,25.0,621,95.97
2021-05-14,2.66,1.88,2.66,,31.0,622,95.02
2021-05-17,2.763,3.87,2.763,,25.0,621,95.97
2021-05-18,2.791,1.01,2.791,,28.0,621,95.49
2021-05-19,2.888,3.48,2.888,,31.0,621,95.01
2021-05-20,2.872,-0.55,2.872,,34.0,621,94.52
2021-05-21,2.869,-0.1,2.869,,32.0,622,94.86
2021-05-24,2.888,0.66,2.888,,32.0,624,94.87
2021-05-25,2.911,0.8,2.911,,44.0,624,92.95
2021-05-26,2.899,-0.41,2.899,,31.0,629,95.07
2021-05-27,2.903,0.14,2.903,,29.0,629,95.39
2021-05-28,3.023,4.13,3.023,,28.0,630,95.56
2021-05-31,3.156,4.4,3.156,,27.0,630,95.71
2021-06-01,3.138,-0.57,3.138,,27.0,631,95.72
2021-06-02,3.116,-0.7,3.116,,30.0,629,95.23
2021-06-03,3.146,0.96,3.146,,37.0,629,94.12
2021-06-04,3.243,3.08,3.243,,36.0,630,94.29
2021-06-07,3.185,-1.79,3.185,,35.0,629,94.44
2021-06-08,3.16,-0.78,3.16,,36.0,631,94.29
2021-06-09,3.171,0.35,3.171,,33.0,633,94.79
2021-06-10,3.275,3.28,3.275,,36.0,635,94.33
2021-06-11,3.264,-0.34,3.264,,31.0,636,95.13
2021-06-15,3.208,-1.72,3.208,,34.0,635,94.65
2021-06-16,3.033,-5.46,3.033,,40.0,635,93.7
2021-06-17,3.073,1.32,3.073,,38.0,637,94.03
2021-06-18,3.188,3.74,3.188,,41.0,637,93.56
2021-06-21,3.213,0.78,3.213,,53.0,637,91.68
2021-06-22,3.221,0.25,3.221,,65.0,637,89.8
2021-06-23,3.284,1.96,3.284,,50.0,637,92.15
2021-06-24,3.256,-0.85,3.256,,,,
2021-06-25,3.294,1.17,3.294,,,,
2021-06-28,3.332,1.15,3.332,,,,
2021-06-29,3.318,-0.42,3.318,,,,
2021-06-30,3.377,1.78,3.377,,,,
2021-07-01,3.325,-1.54,3.325,,,,
2021-07-02,3.337,0.36,3.337,,,,
2021-07-05,3.455,3.54,3.455,,,,
2021-07-06,3.472,0.49,3.472,,,,
2021-07-07,3.636,4.72,3.636,,,,
2021-07-08,3.656,0.55,3.656,,,,
2021-07-09,3.743,2.38,3.743,,,,
2021-07-12,3.901,4.22,3.901,,,,
2021-07-13,3.909,0.21,3.909,,,,
2021-07-14,3.747,-4.14,3.747,,,,
2021-07-15,3.792,1.2,3.792,,,,
2021-07-16,3.722,-1.85,3.722,,,,
2021-07-19,3.66,-1.67,3.66,,,,
2021-07-20,3.71,1.37,3.71,,,,
2021-07-21,3.888,4.8,3.888,,,,
2021-07-22,3.905,0.44,3.905,,,,
2021-07-23,3.899,-0.15,3.899,,,,
2021-07-26,3.863,-0.92,3.863,,,,
2021-07-27,3.675,-4.87,3.675,,,,
2021-07-28,3.627,-1.31,3.627,,,,
2021-07-29,3.828,5.54,3.828,,,,
2021-07-30,3.838,0.26,3.838,,,,
2021-08-02,3.912,1.93,3.912,,,,
2021-08-03,3.716,-5.01,3.716,,,,
2021-08-04,3.921,5.52,3.921,,,,
2021-08-05,3.905,-0.41,3.905,,,,
2021-08-06,4.006,2.59,4.006,,,,
2021-08-09,3.918,-2.2,3.918,,,,
2021-08-10,3.849,-1.76,3.849,,,,
2021-08-11,3.871,0.57,3.871,,,,
2021-08-12,3.909,0.98,3.909,,,,
2021-08-13,3.892,-0.43,3.892,,,,
2021-08-16,3.769,-3.16,3.769,,,,
2021-08-17,3.75,-0.5,3.75,,,,
2021-08-18,3.758,0.21,3.758,,,,
2021-08-19,3.861,2.74,3.861,,,,
2021-08-20,3.839,-0.57,3.839,,,,
2021-08-23,3.938,2.58,3.938,,,,
2021-08-24,3.998,1.52,3.998,,,,
2021-08-25,4.018,0.5,4.018,,,,
2021-08-26,3.959,-1.47,3.959,,,,
2021-08-27,4.109,3.79,4.109,,,,
2021-08-30,4.185,1.85,4.185,,,,
2021-08-31,4.233,1.15,4.233,,,,
2021-09-01,4.025,-4.91,4.025,,,,
2021-09-02,4.083,1.44,4.083,,,,
2021-09-03,3.957,-3.09,3.957,,,,
2021-09-06,3.996,0.99,3.996,,,,
2021-09-07,4.133,3.43,4.133,,,,
